url,web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,n_offre,date_debut-jour,Nb semaines,cle_station,nom_station
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,281.70,239.70,MOBILHOME 4 personnes - Cocoon+ 4 personne 2 chambres 24m²,Camping Le Beauséjour,4 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,281.70,239.70,MOBILHOME 4 personnes - Cocoon+ 4 personne 2 chambres 24m²,Camping Le Beauséjour,4 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,281.70,239.70,MOBILHOME 4 personnes - Cocoon+ 4 personne 2 chambres 24m²,Camping Le Beauséjour,4 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,311.20,265.20,MOBILHOME 6 personnes - Evasion+ 6 personnes 2 chambres 30m²,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,311.20,265.20,MOBILHOME 6 personnes - Evasion+ 6 personnes 2 chambres 30m²,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,311.20,265.20,MOBILHOME 6 personnes - Evasion+ 6 personnes 2 chambres 30m²,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,409.50,348.50,MOBILHOME 6 personnes - Confort+ 6 personnes 3 chambres 2 sdb,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,409.50,348.50,MOBILHOME 6 personnes - Confort+ 6 personnes 3 chambres 2 sdb,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-le-beausejour-79458#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,409.50,348.50,MOBILHOME 6 personnes - Confort+ 6 personnes 3 chambres 2 sdb,Camping Le Beauséjour,6 Adultes, 66700 ARGELES,,,14,camping-le-beausejour-79458,
https://www.campings.com/fr/camping/camping-au-flamenco-76756#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,250,250,MOBILHOME 4 personnes - Azur,Camping Au Flamenco,2 Adultes, 66700 ARGELES,,,14,camping-au-flamenco-76756,
https://www.campings.com/fr/camping/camping-au-flamenco-76756#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,280,280,MOBILHOME 4 personnes - Horizon,Camping Au Flamenco,2 Adultes, 66700 ARGELES,,,14,camping-au-flamenco-76756,
https://www.campings.com/fr/camping/camping-au-flamenco-76756#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,300,300,MOBILHOME 5 personnes - Evasion,Camping Au Flamenco,5 Adultes, 66700 ARGELES,,,14,camping-au-flamenco-76756,
https://www.campings.com/fr/camping/camping-au-flamenco-76756#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,330,330,MOBILHOME 5 personnes - Océane,Camping Au Flamenco,5 Adultes, 66700 ARGELES,,,14,camping-au-flamenco-76756,
https://www.campings.com/fr/camping/camping-au-flamenco-76756#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,360,360,MOBILHOME 6 personnes - Family,Camping Au Flamenco,6 Adultes, 66700 ARGELES,,,14,camping-au-flamenco-76756,
https://www.campings.com/fr/camping/camping-la-pinede-enchantee-76550#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,325,325,MOBILHOME 5 personnes - MOREA,Camping La Pinède Enchantée,4 Adultes, 66700 ARGELES,,,14,camping-la-pinede-enchantee-76550,
https://www.campings.com/fr/camping/camping-la-pinede-enchantee-76550#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,465,465,MOBILHOME 4 personnes - COTTAGE,Camping La Pinède Enchantée,4 Adultes, 66700 ARGELES,,,14,camping-la-pinede-enchantee-76550,
https://www.campings.com/fr/camping/camping-la-chapelle-76746#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,296,296,MOBILHOME 6 personnes - Classic 4/6 places,Camping La Chapelle,4 Adultes, 66700 ARGELES,,,14,camping-la-chapelle-76746,
https://www.campings.com/fr/camping/camping-la-chapelle-76746#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,318.20,318.20,MOBILHOME 6 personnes - Comfort XL 4/6 places,Camping La Chapelle,4 Adultes, 66700 ARGELES,,,14,camping-la-chapelle-76746,
https://www.campings.com/fr/camping/camping-la-chapelle-76746#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,355.20,355.20,MOBILHOME 6 personnes - Comfort,Camping La Chapelle,6 Adultes, 66700 ARGELES,,,14,camping-la-chapelle-76746,
https://www.campings.com/fr/camping/camping-l-etoile-d-or-79472#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,308,264,MOBILHOME 4 personnes - privilège climatisé,Camping l'Etoile d'Or,2 Adultes, 66700 ARGELES,,,14,camping-l-etoile-d-or-79472,
https://www.campings.com/fr/camping/camping-l-etoile-d-or-79472#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,329,282,MOBILHOME 4 personnes - Cottage Privilège + Clim,Camping l'Etoile d'Or,2 Adultes, 66700 ARGELES,,,14,camping-l-etoile-d-or-79472,
https://www.campings.com/fr/camping/camping-l-etoile-d-or-79472#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,350,300,MOBILHOME 6 personnes - Cottage Privilège 2 chambres + Clim,Camping l'Etoile d'Or,4 Adultes, 66700 ARGELES,,,14,camping-l-etoile-d-or-79472,
https://www.campings.com/fr/camping/camping-l-etoile-d-or-79472#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,385,330,MOBILHOME 6 personnes - Cottage Privilège 3 chambres + Clim,Camping l'Etoile d'Or,4 Adultes, 66700 ARGELES,,,14,camping-l-etoile-d-or-79472,
https://www.campings.com/fr/camping/camping-l-etoile-d-or-79472#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,420,360,MOBILHOME 6 personnes - Cottage Luxe 3 chambres + Clim,Camping l'Etoile d'Or,6 Adultes, 66700 ARGELES,,,14,camping-l-etoile-d-or-79472,
https://www.campings.com/fr/camping/camping-maeva-club-le-lagon-d-argeles-76769#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,525.28,315.17,MOBILHOME 6 personnes - Mobil Home Pyrénées 3 Pièces 4/6 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,4 Adultes, 66700 ARGELES,,,14,camping-maeva-club-le-lagon-d-argeles-76769,
https://www.campings.com/fr/camping/camping-maeva-club-le-lagon-d-argeles-76769#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,525.28,315.17,MOBILHOME 4 personnes - PMR 3 Pièces 4 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,4 Adultes, 66700 ARGELES,,,14,camping-maeva-club-le-lagon-d-argeles-76769,
https://www.campings.com/fr/camping/camping-maeva-club-le-lagon-d-argeles-76769#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,570.08,342.05,MOBILHOME 8 personnes - Mobil Home Evolution 4 Pièces 6/8 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,6 Adultes, 66700 ARGELES,,,14,camping-maeva-club-le-lagon-d-argeles-76769,
https://www.campings.com/fr/camping/camping-maeva-club-le-lagon-d-argeles-76769#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,603.68,362.21,MOBILHOME 10 personnes - Mobil Home Family 5 Pièces 8/10 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,8 Adultes, 66700 ARGELES,,,14,camping-maeva-club-le-lagon-d-argeles-76769,
https://www.campings.com/fr/camping/camping-taxo-les-pins-76759#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,367.41,301.28,MOBILHOME 4 personnes - Confort 3 Pièces Climatisé + TV,Camping Taxo les Pins,4 Adultes, 66700 ARGELES,,,14,camping-taxo-les-pins-76759,
https://www.campings.com/fr/camping/camping-taxo-les-pins-76759#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,400.62,312.48,MOBILHOME 6 personnes - Confort 4 Pièces Climatisé + TV,Camping Taxo les Pins,4 Adultes, 66700 ARGELES,,,14,camping-taxo-les-pins-76759,
https://www.campings.com/fr/camping/camping-taxo-les-pins-76759#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,320,320,MOBILHOME 4 personnes - Mobilhome de Pierrot,Camping Taxo les Pins,4 Adultes, 66700 ARGELES,,,14,camping-taxo-les-pins-76759,
https://www.campings.com/fr/camping/camping-taxo-les-pins-76759#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,370,370,MOBILHOME 6 personnes - Mobilhome de Pierrot,Camping Taxo les Pins,6 Adultes, 66700 ARGELES,,,14,camping-taxo-les-pins-76759,
https://www.campings.com/fr/camping/camping-taxo-les-pins-76759#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,495,495,MOBILHOME 6 personnes,Camping Taxo les Pins,6 Adultes, 66700 ARGELES,,,14,camping-taxo-les-pins-76759,
https://www.campings.com/fr/camping/camping-le-rancho-76773#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,280,280,MOBILHOME 2 personnes,Camping Le Rancho,2 Adultes, 66700 ARGELES,,,14,camping-le-rancho-76773,
https://www.campings.com/fr/camping/camping-le-rancho-76773#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,385,385,MOBILHOME 5 personnes - 2 chambres + Clim,Camping Le Rancho,4 Adultes, 66700 ARGELES,,,14,camping-le-rancho-76773,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,473.90,402.90,MOBILHOME 4 personnes - BORNEO,Camping la Plage Argelès,4 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,535.60,455.60,MOBILHOME 4 personnes - MALDIVES,Camping la Plage Argelès,4 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,597.30,508.30,MOBILHOME 4 personnes - MOOREA,Camping la Plage Argelès,4 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,624.25,531.25,MOBILHOME 6 personnes - TONGA,Camping la Plage Argelès,6 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,624.25,531.25,MOBILHOME 4 personnes - WALLIS,Camping la Plage Argelès,4 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-la-plage-argeles-76745#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,707.80,601.80,MOBILHOME 6 personnes - FUTUNA,Camping la Plage Argelès,6 Adultes, 66700 ARGELES,,,14,camping-la-plage-argeles-76745,
https://www.campings.com/fr/camping/camping-le-roussillonnais-76761#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,357,259,MOBILHOME 4 personnes - Cosy 2 chambres (I4P2),Camping Le Roussillonnais,4 Adultes, 66700 ARGELES,,,14,camping-le-roussillonnais-76761,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,495,495,APPARTEMENT 5 personnes - Bastide 3 pour 3/5 personnes (1 chambre),Camping Domaine des Mimosas,3 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,529,529,MOBILHOME 6 personnes - IRM pour 4/6 personnes (2 chambres) sans clim,Camping Domaine des Mimosas,4 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,529,529,MOBILHOME 6 personnes - IRM 09 pour 4/6 personnes (2 chambres) avec clim,Camping Domaine des Mimosas,4 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,559,559,MOBILHOME 6 personnes - des Ecureuils pour 4/6 personnes (2 chambres),Camping Domaine des Mimosas,4 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,670,670,VILLA 6 personnes - des Chênes,Camping Domaine des Mimosas,6 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
https://www.campings.com/fr/camping/camping-domaine-des-mimosas-76758#?checkInDate=2023-04-08&night=7,,03/04/2023,08/04/2023,15/04/2023,969,969,VILLA 8 personnes - du Château pour 6/8 personnes (2 chambres),Camping Domaine des Mimosas,6 Adultes, 66700 ARGELES,,,14,camping-domaine-des-mimosas-76758,
